"","회사이름","회사코드","리뷰코드","직종구분","재직상태","근무지역","등록일자","별점평가","승진기회","복지급여","워라밸","사내문화","경영진","기업장점","기업단점","바라는점","성장예상","추천여부"
"2810",NA,"30139","421287","연구개발","전직원","경기","2016. 11. 06",60,60,80,60,80,60,"자유로운 분위기. 책임이있는만큼 대우해주는걸 확실히느낌","회의를위한회의 끝없는회의, 성과로 대우하는 사람차별이 있을 수 도 있음","성과주의 좋지만 기본적으로 아랫사람, 후배들을 배려하고 생각해주는 문화가 좀더 정착되었으면","비슷","이 기업을 추천 합니다!"
"2811",NA,"30139","421061","생산/제조","전직원","경기","2016. 11. 06",60,60,60,40,80,80,"군대식 문화가 아닌 정말 자유로운 회사 분위기개인주의 성향이 강하여 눈치보지 않아도 됨","정각에 퇴근하는 사람을 보지 못하였음새벽 6시에 출근하였는데 이미 많은 분들은 이미 출근한 상태","일과 삶의 균형을 맞춘 회사가 되었으면 함..","비슷","이 기업을 추천 합니다!"
"2812",NA,"30139","420463","디자인","전직원","서울","2016. 11. 04",60,60,100,20,80,40,"심지어 임원까지도 자유로운 분위기 제조엔지니어가 아니면 편한 복장도 입을 수 있음","성과를 내지 못하면 압박을  심하게 받음. 거의 매일 야근.","좀 더 장기적인 관점에서 투자하는 것이 필요함. 야근을 줄여  효율을 높여야함.","성장","이 기업을 추천 합니다!"
"2813",NA,"30139","420223","연구개발","전직원","경기","2016. 11. 03",100,100,100,60,80,80,"체계적이며 돈이 많은 회사입니다. 수평적인 계급문화이고 사원들에게 기회를 많이 준다","부서에 따라 케바케가 너무심하다. 새벽에 퇴근하는 부서가면 대부분 퇴사","단기적인 성과만 생각하지말고 자기만 생각하지말고 회사를 위해 투자해라","성장","이 기업을 추천 합니다!"
"2814",NA,"30139","420116","IT/인터넷","전직원","경기","2016. 11. 03",40,100,100,20,60,80,"누구나 다 아는 삼성전자. 국내 최고의 대기업. 누구나 근무하고 싶어하고 최고 대우를 받는 곳","왜 문과생들을 데려다 소프트웨어 코딩 노예로 만드는지 이해 불가","SCSA 같은거 뽑지않고 차라리 씽크탱크 규모를 늘려서 채용하는게 더 나을듯.. SCSA에 석사 따고 온 사람도 잇었는데 인력낭비라고 생각함","성장","이 기업을 추천 합니다!"
"2815",NA,"30139","413826","마케팅/시장조사","현직원","경기","2016. 11. 03",100,80,100,60,60,80,"스마트폰, 가전, 메모리등 세계1위의 제품들을 보유하여 지속적인 성장 가능성이 보이는 안정적인 기업이며, 복지 포인트 지급, 의료비 지원, 휴양소, 휴가 장려등 다양한 복지 혜택이 있으며, 연말에는 사업부별 인센티브를 제공함","지속적인 개선을 하고는 있으나 보수적인 기업 문화가 남아 있어 회사 생활이 다소 힘들게 느낄수 있음.프로젝트 주기가 매우 짧고 실적 위주의 평가로 업무강도가 높음","현재의 수익에만 안주하지 말고 차세대 먹거리에 투자가 필요하다고 생각됨","성장","이 기업을 추천 합니다!"
"2816",NA,"30139","413542","영업/제휴","현직원","경기","2016. 11. 02",80,60,80,60,80,60,"기업 분위기를 좋아지게 하려고 지속 노력하는 중. 야근 및 회식 문화는 크게 개선되는 중. 해외로의 다양한 기회가 열려 있어 열심히만 한다면 출장이나 파견을 통해 글로벌 인재로 성장할 수 있음.","영업의 경우 숫자에 너무 쫓겨서 일하게 됨. 중장기적인 전략이나 비전 보다는 단기간의 성과에 영향을 받게 됨.","소통을 강조하며 지속 노력하고 있는 편이나 여전히 경영진과 임직원들간의 괴리는 큰 편임.","비슷","이 기업을 추천 합니다!"
"2817",NA,"30139","413061","생산/제조","전직원","기타","2016. 11. 02",60,20,100,20,40,20,"그나마 연봉이 타 기업들보다 높고 복지혜택이 매우 많고 다양함","구미.비합리적인 인사고과 평가 및 보수적인 분위기. 살인적인 업무강도.텃새 등","직원들은 소모품이 아닙니다. 개 돼지도 아닙니다. 사람대 사람이라고 생각하고 처우좀 개선해주세요.",NA,"이 기업을 추천하지 않습니다."
"2818",NA,"30139","412931","연구개발","현직원","경기","2016. 11. 01",20,60,100,40,100,20,"자율출퇴근제 등 부서분위기만 괜찮으면 자유로운 기업문화","자출제 외 모든것  특히 이상한사람과 집에가야할사람이 너무많음 그중 임원이 제일이상해..","제조업인데 엔지니어를 개똥으로 아는 이상한회사 뭘바라겠어요",NA,"이 기업을 추천하지 않습니다."
"2819",NA,"30139","412841","디자인","전직원","서울","2016. 11. 01",100,80,80,80,80,80,"자기 계발 시간이 있음도서를 대여해서 볼 수 있음업무 프로세스가 철저하다","비효율적으로 흘러가는 시간이 많았음그밖에 불만 사항은 딱히 없음","지금 다니진 않지만 그때 당시에 좋았던 분들이 많았고 지금도 좋은 분들이 많을 거라 생각합니다.","비슷","이 기업을 추천 합니다!"
"2820",NA,"30139","411720","IT/인터넷","전직원","경기","2016. 10. 29",60,60,80,60,60,60,"일이 많아도 일한만큼의 돈이 나오니까 잔고가 쌓인다 돈 쓸 시간도 없다","일이 너무 많다 새벽까지 일하고 택시타고 집 갔다가 다시 일하러 가야됨","특별히 바라는게 없음 삼성은 삼성이니까 뭐","성장","이 기업을 추천 합니다!"
"2821",NA,"30139","411525","생산관리/품질관리","현직원","경기","2016. 10. 29",60,80,80,40,60,40,"기업 관리의 여러 면모를 보며 관리의 장단점을 파악할 수 있음 교육의 기회 다양","삶과 직장의 균형이 이뤄지지 않는 듯. 연봉은 많다지만 추가 근로 페이는 없다고 봐야한다. 너무 조직이 커서 업무가 지나치게 세분화되어있다. 큰그림을 볼 수 있으면서도 보기 힘든 구조.","군대식 문화를 줄이려고 노력하지만 절대 없어지지 않을듯.","비슷","이 기업을 추천 합니다!"
"2822",NA,"30139","411523","연구개발","현직원","경기","2016. 10. 29",60,60,80,40,40,60,"거의 모든사람이 알기 때문에 기업에 대한 부가설명이 필요없음. 야근/주말근무 수당이 나오며, 일한만큼 급여가 적지 않음.(PS포함) 생각보다 본인이 견딜수만 있다면 정년까지도 무리없이 다닐수 있음.","인당 할당되는 지나치게 많은 업무량과 업무강도의 기본 수준이 타기업대비 높음. 웬만큼 성실하고 충성하는 모습을 보이지 않고서야 인정받을수 없음. 평일야근과 주말특근(8h)은 선택이 아닌 필수. 몇년 다니다 봄 아무렇지 않게 설/추석명절 및 각종 휴일에도 불만없이 출근하고있는 본인 저신을 보고 놀람. 이렇게 필수 근무만 채워주면 흔한 평균정도의 인재 취급","실현 가능한 납기와 목표 설정.연구개발이 가능한 업무 지원 및 인력 보강. 최상위 경영진과 중간경영진의 경영전략 통일화.",NA,"이 기업을 추천하지 않습니다."
"2823",NA,"30139","410710","생산관리/품질관리","현직원","경기","2016. 10. 27",100,80,80,60,80,60,"회식문화가 좋음. 9시 전에 항상 회식을 끝내며 잔돌리기와 같은 구식문화 없음.","단점은 각 부서간에 복지.업무강도 차이가 매우 극심함. 특히 기술팀쪽 부서는 자율출퇴근 미보장.","체계적인 신입교육 커리큘럼이 필요함. 부서간 업무강도 조절이 필요해보임.","성장","이 기업을 추천 합니다!"
"2824",NA,"30139","410696","엔지니어링","전직원","경기","2016. 10. 27",80,60,60,60,60,60,"수평적인 사무실 분위기,  다른 업계에 비해 많은 연봉","부서별로 다른 야근시간과 부서별 업무강도 차이가 나는 것 같음","신규사업에 적극적으로 투자하였으면 좋겠습니다.","성장","이 기업을 추천 합니다!"
"2825",NA,"30139","410580","연구개발","현직원","경기","2016. 10. 27",60,60,80,20,80,60,"생각보다 좋은점상여금 및 수당 포함하면 급여가 상당하다.회사내 복지가 굉장히 좋다.일을 빠르고 많이 배울수있다.","생각보다 좋지않은점규모가 너무커서 구성원은 그냥 시스템속에서 할당된일을 할뿐 창의적인 무언가를 할 여지가 별로없음. 회사규모로 무언가를 추진하지않으면 개인이 뭔가를 변화를 꾀할 여지가 없음.","회사와 직원들사이에 소통보다는 일방적인 통보가 내려올때가 많은데 그거에 대해 컴플레인할 통로조차도 마땅치않다","비슷","이 기업을 추천 합니다!"
"2826",NA,"30139","410391","마케팅/시장조사","현직원","경기","2016. 10. 26",80,80,100,100,100,100,"세끼 밥 잘주고 교통비 잘 주고 전반적으로 대부분 부서가 출퇴근 자유로움. 노력한다면 어느정도 인정받을 수 있음","성과중심의 경쟁 과도. 승진을 위해서는 여전히 운과 연줄 필요.","기업문화를 더욱 개선할 수 있도록 상위 직급 사람들의 인식 변화가 아직 더 필요","비슷","이 기업을 추천 합니다!"
"2827",NA,"30139","410118","경영/기획/컨설팅","전직원","서울","2016. 10. 26",80,80,80,40,60,60,"어느정도 눈치는 보게 되고 부서에 따라 분위기가 많이 다름. 그래도 대기업이 제공하는 복지와 혜택은 무시할 수 없음. 대부분 복지 혜택 거의 다 잘 사용하는 편이고 생각만큼 야근이 많지 않았다. 시즌별로 일이 많아지기때문에 특정시기에만 야근이 많다.","부서에 따라 업무가 많아질 수 있다. 일부 부서에 따라 군대적인 문화가 좀 남아있는 부분이 있다. 성희롱같은 문제는 엄중하게 다루는 편이지만 여전히 피해자가 더 피해본다.","딱히 바라는 점은 없다. 대기업에 만족하고 다닐 수 있었다.","비슷","이 기업을 추천 합니다!"
"2828",NA,"30139","409990","IT/인터넷","전직원","서울","2016. 10. 26",80,80,100,40,40,40,"대기업이다 보니 복지 등 중소기업에서 경험할수 없는 것들이 많음","너무나 많은 야근, 빠르게 결과를 내야하는 수직체계 등 개발자로써 너무나 힘든게 많음","갤노트7 사태를 비롯 다양한 문제점들이 많은데 쇄신 해야 할 부분들은 명확히 쇄신되어야 함","비슷","이 기업을 추천 합니다!"
"2829",NA,"30139","409935","IT/인터넷","전직원","경기","2016. 10. 26",60,80,80,60,60,60,"- 엄청난 복지 혜택- 밥이 맛있음- 월급 많음- 성희롱 문제를 적극적으로 해결하려 노력","- 인재의 획일화(부서의 복불복)- 대기업의 단점.. 상명하달..- 기업의 부품이 된다는 느낌..","R&D 없앤단 이야기 들리던데 R&D에 투자하는 것을 아까워하지 않았으면..",NA,"이 기업을 추천하지 않습니다."
"2830",NA,"30139","409903","IT/인터넷","전직원","경기","2016. 10. 25",60,60,80,60,60,60,"고졸로 입사했으나 차별대우 같은 건 느끼지 못함. 매우 크지는 않지만 적당히 높은 연봉","특정 부서는 야근이 일상이 된 사람도 있을 정도로 일이 정말 많음. 부서마다 성과급 차이가 커서 박탈감을 느끼는 사람들이 보임. 다른 직급은 모르겠지만 고졸의 경우 본인 의사, 희망 분야와는 다른 일 하게 될 가능성 농후","최근 안좋은 소식이 많은데 잘 딛고 일어서기를..","성장","이 기업을 추천 합니다!"
"2831",NA,"30139","409639","경영/기획/컨설팅","현직원","해외","2016. 10. 25",40,40,60,40,60,40,"아무리 경기가 안좋다해도 영업이익이 수십조가 나는 글로벌 거대기업","직원은 결국 기계의 부속품으로 굴러간다는 점. 아무리 다양성을 존중하고 많운 이들의 아이디어를 통한 집단지성을 이야기 한다지만.. 결국 공허한 아우성일 뿐","글로벌 기업다운 경영진을 샤로 뽑지 않는 한 체질 개선이 어려움. 비단 경영진 뿐만 아니라 여전히 너무 많은 보고 라인으로 쓸데 없는 보고서를 만드는 일이 많음. 달리 말하면 그 쓸대 없는 보고서로 자신의 업무 이력을 만드는 꼰대가 많다는 사실.","비슷","이 기업을 추천하지 않습니다."
"2832",NA,"30139","409529","연구개발","전직원","경기","2016. 10. 25",80,80,80,80,80,80,"자유로운 근무환경, 그리고 업무량과는 상관없이 환경은 잘 조성되어있는편그래도 업무량은 많지만 어딜가든 비슷할거라 생각함","성과급제로 인해서 상대적 박탈감은 느낄수 있을듯, 그리고 업무에서 오는 스트레스는 있는편","복지도 좋지만 성과급제를 조금 손봐서 의욕넘치는 회사를 만들어주었으면 좋겠습니다.","성장","이 기업을 추천 합니다!"
"2833",NA,"30139","409370","마케팅/시장조사","현직원","경기","2016. 10. 24",60,60,100,60,40,20,"연봉도 나쁘지 않고, PS 터지면 재산 불리는데 매우 유리.해외 출장 및 주재원 기회 많음. 여러가지 교육 프로그램이 잘 되어 있음.복지도 좋은편. 출퇴근버스가 있어서 매우 편리함. 육아휴직, 휴가가 대체로 자유로움.","보고를 위한 보고를 만드느라 원래의 일을 하기 힘듦.내가 원하지 않는 부서에서 원하지 않는 일을 하게 될 수 있음.임원이 자주 바뀌기 때문에 일의 영속성이 떨어짐. 주재원은 절대 가지 말 것, 지역에 따라 다르겠지만 인권의 사각지대임.최 하위 고과를 강제로 할당하기 때문에 부서내에 누군가는 일을 열심히 하더라도 평가를 제대로 못받게 됨.","너무 쓸데없는 보고좀 줄이자. 임원들 5분, 10분 볼꺼 만드느라 직원들은 밤을 샌다.",NA,"이 기업을 추천하지 않습니다."
"2834",NA,"30139","409261","IT/인터넷","현직원","서울","2016. 10. 24",100,80,100,80,80,60,"자율출퇴근제 아침저녁제공 등의 사내복지가 잘되어있음. 업무량은 때에 따라 팀에 따라 다름","신입한테는 거쳐야할 신입사원연수가 많다. 출장이 잦은 편.","결재를 올리고 받는 절차를 간소화하면 좋겠다. 앞으로도 소프트웨어에서 강자로 자리잡았으면 좋겠음","비슷","이 기업을 추천 합니다!"
"2835",NA,"30139","409248","경영/기획/컨설팅","전직원","서울","2016. 10. 24",100,80,80,20,80,60,"업무 분담 체계가 확실해 본인의 전문성을 기를 수 있다. 삼성맨으로서 복지가 좋다.","퇴근시간이 너무 늦다. 거의 야근하면 된다고 보면 된다. 특히 여자들이 일하기 힘들다.","비효율적인 업무 시간을 개선했으면 좋겠다.","비슷","이 기업을 추천 합니다!"
"2836",NA,"30139","408721","IT/인터넷","전직원","경기","2016. 10. 23",20,60,80,20,80,20,"자율출퇴근제. 통근버스. 식사등의 근무관련 복지가 좋다. 대기업 명함을 가지게 되는 것도 장점.","복지제도는 많지만 쓸시간이 없을만큼 업무량이 많다. 경영진의 실수를 사원들에게 전가시키는 회사. 고과 강제할당에 대한 문제도 있다.","경영진 한사람의 의지에 의해 모든 것이 결정되는 회사. 미래를 바라볼 수 있는 사람이있는가?",NA,"이 기업을 추천하지 않습니다."
"2837",NA,"30139","408665","법률/법무","현직원","경기","2016. 10. 23",80,80,100,80,80,80,"글로벌 1위 기업에 걸맞게 특허 법률에 관련된 교육 및 전문가로 성장할 수 있는 충분한 기회가 제공된다. 또한 삼성 그룹의 핵심인 만큼 자부심을 느낄 수 있다.동료의 학벌을 모를정도로 학벌차별이 없다. 간혹 잘 모르는 신입사원들이 학교중심의 모임을 하자는 글을 올리면 회사측에서 제제를 할 정도로 학연을 지양한다.","글로벌 1위 기업 위치에 맞게 미국 이외에도 유럽 또는 중국 관련 전문가로서의 성장할 수 있는 기회를 좀 더 제공할 수 있는 기회가 다소 미흡하다. 외부에서 업무량이 과도하다고 알려져 있지만, 부서마다 다른 것 같다. 야근비나 주말수당비가 있어서인지 단점이라고 생각하지 않는다.","유럽 또는 중국 관련된 특허 전문가로 성장할 수 있도록 교육 및 기회를 조금 더 제공할 수 있었으면 좋겠다.","성장","이 기업을 추천 합니다!"
"2838",NA,"30139","408656","연구개발","현직원","충북","2016. 10. 23",80,60,80,80,80,100,"개발직의경우 부서마다다르겠지만 출퇴근이자유롭다.몇몇 사업부의경우 연봉이 높다","대기업이라서 개발자가성장하는데 어려울수도...3년하고 이직한다면 나쁘지않을꺼같다.","연봉이 높아 만족하지만 업무량이 너무 많다. 업무가 줄어서 업무 집둥도가향상되면좋겠다","성장","이 기업을 추천 합니다!"
"2839",NA,"30139","408634","IT/인터넷","현직원","경기","2016. 10. 23",60,60,80,40,60,20,"부서를 잘만나면 배울수도있고, 교육의 기회도 많음. 절차적으로 완성된 업무를느낄수있음","기업이너무커서 전체를보기힘들고 자신의분야에서 커리어를 쌓기에 무리가있음.","문화적으로도 체계적으로도 완성형기업에가깝지만, 체계를 타고내려오면서 왜곡되는경우가많음",NA,"이 기업을 추천하지 않습니다."
"2840",NA,"30139","408407","IT/인터넷","현직원","경기","2016. 10. 22",40,60,80,20,60,40,"잘 갖춰진 시스템, 나름 괜찮은 복지, 복불복이지만 성과금도  많음","평기제도는 상사복에 따라 좌우되고 불합리한 의사결정도 밀어붙이는경우가 많음.개발자는 평일 저녁은 포기하는편이...","경영진이 가장 문제. 임기가 짧고 단기실적만 쫓으니 그 피해는 직원들에게 돌아감",NA,"이 기업을 추천하지 않습니다."
"2841",NA,"30139","408267","생산/제조","현직원","경기","2016. 10. 22",100,80,100,100,80,80,"생각보다 더 유연한 근무환경 및 다양한 복지가 있음. 다양한 방면에서 최선의 결과를 위해 많은 투자를 함. 자기분야에서 최신기술을 경험할 수 있음.","회사가 매우매우 크므로 부서마다 분위기 차이가 많이남, 사전에 자신이 가고싶은 부서를 잘 찾아야 자신이 원하는 회사 생활이 가능함. 지속적인 자기계발에 대한 스트레스가 있음","앞으로도 지금처럼 공격적 투자를 통해 남들보다 앞서 나가는 기업이 되었으면 함.","비슷","이 기업을 추천 합니다!"
"2842",NA,"30139","408127","IT/인터넷","전직원","경기","2016. 10. 21",80,80,80,60,80,80,"부서에 따라 다르지만 다른 대기업에 비해 자유로운 분위기와 출퇴근시간을 스스로 정해서 일할 수 있음","너무 큰 가업이고 일정을 항상 빡빡하게 해서 제대로 만들지 못하는 경우가 있음","직원들의 이야기에 좀 더 귀기울여주고 일정을 맞춰야하는 것도 맞지만 제대로 만드는게 더 중요하다는걸 알아줬으면 ...","비슷","이 기업을 추천 합니다!"
"2843",NA,"30139","408018","생산관리/품질관리","전직원","경기","2016. 10. 21",80,60,80,60,60,60,"사업장 내 식당이나 복지는 잘 갖춰져 있다. 성과급을 통해 직원의 사기를 고취시켜준다. 회사와의 통근보스가 잘 갖춰져있다.","기업 특성상 고용 안정성이 높은 것 같지는 않다. 부서 별로 자율출퇴근제가 제대로 시행되지 않는 곳이 있고 개인 업무보다 회의가 더 많은 부서도 있다.","성장 위주의 정책보다 근로자들의 복지나 고용 안정성에 더욱 신경을 쓰면 좋을 것 같다.","비슷","이 기업을 추천 합니다!"
"2844",NA,"30139","407969","IT/인터넷","전직원","경기","2016. 10. 21",80,60,60,60,60,60,"연차를 윗사람 눈치안보고 사용가능한거 같다. 스스로 잘하면 돌아오는것도 많다","수직적인 상하관계때문에 일 진행에 불편함이 잇음야근이 잦을 수 있음.","개인적성향이 너무 강해서 팀웍이 필요할듯","성장","이 기업을 추천 합니다!"
"2845",NA,"30139","407713","IT/인터넷","현직원","경기","2016. 10. 21",80,100,100,100,100,100,"자율출퇴근, 다양한 복지혜택, 잦지 않은 술자리 문화(케바케.. 쉬쉬 하면 쉬쉬 하나 술자리가 좋다면 알아서 잘 만들어 나갈 수 있음)","자율출퇴근이 보장되는곳이 있고 안되는곳이 있다.회사가 너무 크고 각자 하는 일이 너무 세분화 되다 보니 큰그림을 보며 일하기/배우기에는 어려운건 사실이다.","신입 사원에게도 좀더 커리어적으로 성장기회를 쌓을수 있게끔 변화가 되었으면 좋겠습니다. (안그런데가 일부 있는것 같아서..)","성장","이 기업을 추천 합니다!"
"2846",NA,"30139","407663","생산/제조","전직원","기타","2016. 10. 20",60,60,80,60,100,80,"다른 기업에 비해 높은 연봉, 자율 출퇴근제 , 복지가 좋습니다.","연봉을 주는 만큼 일을 시킵니다.바쁠때는 계속 야근을 해야해서 체력적으로 힘이 듭니다.","조금 더 열린 마인드가 되었으면 좋겠습니다모든 직원을 위했으면 좋겠습니다.근로자의 말을 잘 들어주세요.","비슷","이 기업을 추천하지 않습니다."
"2847",NA,"30139","407341","생산/제조","현직원","경기","2016. 10. 20",60,60,100,60,60,60,"프로세스가 잘 갖춰져잇고 본인이 노력하는 만큼 응당한 댓가도 받읈 잇음","군대식 문화가 아직 존재하고 상명하복 문화가 잇음.정치질도 아직 존재","안되는 사업부를 너무 버리지 않앗으면 좋겟습니다.가령 프린터나 의료기기 내트워크같은","비슷","이 기업을 추천하지 않습니다."
"2848",NA,"30139","407101","생산/제조","전직원","경기","2016. 10. 19",100,100,100,80,80,60,"만족스런 복지, 연봉, 근무환경입니다. 친구들과 비교했을때 절대로 적지 않은 연봉이었고 복지가 엄청납니다. 하나부터 열가지 왜 대기업 대기업 하는지 알 수 있고요 막상 들어와보면 엄청납니다. 추천해요.","일과 삶의 균형이 그리 좋지는 않은 느낌입니다. 하지만 일 한만큼 벌기를 원한다면 이보다 더 좋은 기업은 없을 것 같네요. 단점보다는 장점이 많은 기업이라 추천해드리고 싶습니다.","혁신적인 기업문화를 추구한다고 선언했는데 아직은 미흡한 것 같습니다. 그것만 보완한다면 세계 최고의 기업이 될 수 있을 것 같습니다.","성장","이 기업을 추천 합니다!"
"2849",NA,"30139","407083","생산관리/품질관리","전직원","경기","2016. 10. 19",40,60,80,20,60,40,"대한민국 대표 대기업으로 상당한 프라이드를 가질 수 있음 연봉또한 나름 쎄기때문에 돈과 명예를 위한 기업이라고 할 수 있음","워라밸의 균형을 찾기 힘듬 업무강도가 생각보다 쎈편이며 통장을보며 위로해야하는 상황이옴","사원 한명한명의 고충을 알아줬으면 함 업무분배가 균형이 안잡혀있어 팀원에 비해 많은 업무를 처리해야할 때 너무 서러움","비슷","이 기업을 추천 합니다!"
"2850",NA,"30139","407002","생산/제조","전직원","광주","2016. 10. 19",20,20,80,20,20,20,"계약직이였으나 실수령 월280이상으로 높은 봉급을 주고 구내식당 밥이 일품임","많이주는 만큼 일을 많이 시킵니다 업무량 헬 중식시간도 줄이고 8시에 시작해 8시에 끝나는일이 빈번함","유도리있는 생산라인 운영과 직원들 좀 그만 갈궜으면합니다","비슷","이 기업을 추천하지 않습니다."
"2851",NA,"30139","406881","생산/제조","현직원","경기","2016. 10. 19",80,60,100,60,60,60,"삼성하몀 당염히 돈을 많이 주고 복지 또한 상당히 잘되어있음","많이 돈을 주는 만큼 일이 많고 방진복을 입는다는 불편함","최근 사건이 터젔는데 좀 더 관리에 신경써주세요~~~~","비슷","이 기업을 추천 합니다!"
"2852",NA,"30139","406735","연구개발","전직원","경북","2016. 10. 19",60,60,100,40,60,60,"자율출근제 높은 연봉 탁월한 복지 다양한 사내 편의시설 성과중심으로 개인능력이 탁월한 사람에게 좋음","업무강도가 쎄고 개인시간이 없어 고액의 연봉과 복지를 원하는 사람을 제외하면 쉽게 지칠 수 있음 개인의 능력이 중요하여 단체생활에는 부적절함","유연한 조직문화는 좋으나 개인의 성과에 치중된 조직문화와 인사제도는 개선이 필요하며 합리적인 업무강도 조정도 필요함","비슷","이 기업을 추천 합니다!"
"2853",NA,"30139","406326","연구개발","현직원","경기","2016. 10. 18",80,60,100,60,80,60,"선두에 위치하는 기업에 근무한다는 소속감을 느낄 수 있으며 상황에 따라 매우 많은 급여를 받을 수 있다 자율 출퇴근제를 시행하고 있어서 어느정도의 자율성도 보장해준다.","특정부서가 아니면 ps가 비교적 적게 들어오는 편이다. 하지만 이것또한 적은 양은 아니므로 견딜만 하다.","딱히 제가 지적하거나 바라는 사항은 없지만 부서간 급여격차를 줄여줬으면 합니다","비슷","이 기업을 추천 합니다!"
"2854",NA,"30139","405993","연구개발","현직원","경기","2016. 10. 18",60,60,80,20,80,20,"복지가 뛰어나다. 하루 3끼 무료 및 포인트 등 여러가지 혜택이 많다.","대표적인 사기업답게 경쟁이 매우 심하고 고과에 대한 스트레스가 많다.","소모품이 아닌 주인으로써의 대우가 매우 많이 필요하다.",NA,"이 기업을 추천 합니다!"
"2855",NA,"30139","405815","마케팅/시장조사","현직원","경기","2016. 10. 17",60,60,60,20,60,40,"-국내 1위 기업이라는 자부심-똑똑하고 능력있는 사람들과 일할 수 있는 경험 (단 복불복..)-우수한 복지/자잘한 혜택-체계적인 시스템-글로벌 업무를 경험해볼 수 있음","-1위 기업답게 변화하려 노력하나.. 겉으로만 노력할뿐 진정한 체질개선이 되기엔 아직 멀었음 -윗사람 말이 무조건 답. 논리적으로 반론해도 받아들여지지 않음-보고를 위한 보고, 업무가 많음 (과다한 페이퍼워크)-사업부별 인센티브, 분위기 등 격차가 심함-복잡하고 쓸데없는 시스템이 너무 많음-개인 삶은 포기해야 함.. 업무과다..","이제는 바뀌어야 할 때 입니다.. 무엇이 문제인지 본질적으로 파악해주시길..",NA,"이 기업을 추천하지 않습니다."
"2856",NA,"30139","405289","IT/인터넷","전직원","서울","2016. 10. 16",60,60,80,40,60,60,"주변 사람들에게 소개할 때 별다른 설명이 필요없는 최고의 직장자부심만으로는 기업 최고일듯","야근 야근 야근의 연속나라는 존재가 없어지고 회사의 한 부품이 되어버리는 현실","수평적인 인간관계와 자유로운 소통이 이루어질 수 있었으면 좋겠음",NA,"이 기업을 추천하지 않습니다."
"2857",NA,"30139","405276","IT/인터넷","전직원","경기","2016. 10. 16",100,100,100,80,80,80,"능력에 따라 인센티브나 승진의 기회가 많다. 회사가 다양한 혁신을 계속한다.","부서에 따라 다르지만 한국 기업 특유의 군대문화나 부조리함이 존재한다.","단기 경영성과에 보탬이 되기보다 장기적인 비전을 가진 직원을 더 대우해주어야 한다.","성장","이 기업을 추천 합니다!"
"2858",NA,"30139","404905","연구개발","전직원","광주","2016. 10. 15",80,60,80,60,80,80,"동종업계 대비 괜찮은 연봉, 다양한 복지와 교육기회, 잘 갖추어진 업무시스템","성과금과 조직문화, 업무량은 사업부와 부서별로 천차만별, R&D쪽은 대체적으로 야근 특근 많은 편","체계적인 업무 R&R 구성을 통해 업무분배가 효율적으로 이루어질 수 있었으면 좋겠음","성장","이 기업을 추천 합니다!"
"2859",NA,"30139","404677","생산/제조","전직원","경북","2016. 10. 15",60,80,100,60,80,80,"사람,내부경쟁이 상상급 이상으로 심하나 돈은 많이 줌,주변사람들이 말만해도 잘알아줌","내부경쟁이 가장 큰 문제 임. 고과 경쟁이 상당한 수준임, 사원때부터 고과전쟁에 뛰어들어야함.성격이  변할수도 있음","인재중심이지만 그 인재는 정말1프로 인재중심이고 나머지는 그냥 시키면 시키는대로 하는 인재를 좋아함","비슷","이 기업을 추천 합니다!"
"2860",NA,"30139","404426","IT/인터넷","전직원","경기","2016. 10. 14",80,80,60,60,80,80,"연차 및 업무환경이 대체적으로 자유롭다. 복지제도 및 휴일에 대한 부분은 대체적으로 보장된다.","수직적인 관계도 있고 선배에게 물어봐도 잘 안알려주는 분위기. 업무 과중으로 때때로 스스로 밤샘도 각오해야하는 경우도 있다.","좀더 자유로운 업무 문화가 생기면 직원들이 이직이 잦지 않을 듯 하다.","비슷","이 기업을 추천 합니다!"
"2861",NA,"30139","404300","생산/제조","전직원","경기","2016. 10. 14",80,40,80,20,60,20,"그 어떤 직종이라도 타 기업보다 상대적으로 많은 연봉과 더불어 남들에게 당당히 말 할 수 있는 기업 네임밸류복지 수준도 아주 좋음","강제된 야근은 없지만 일을 하다보면 어쩔 수 없이 초과근무를 해야되는 경우가 많아요 또 사기업임에도 불구하고 공무원조직과 비슷한 모습을 보이는 경우도 있음","한국의 넘버원 기업답게 하청업체 중소기업과 상생하는 모습을 보여줬으면 좋겠습니다","비슷","이 기업을 추천 합니다!"
"2862",NA,"30139","403816","IT/인터넷","현직원","경기","2016. 10. 13",60,60,100,80,20,20,"보너스가 많이 터지면 좋지만 기대를 하면 안되고 복리후생을 좋은 편임","노조가 없어서 회사마음대로 휘두르려면 마음껏 휘두를수 있늠","소통이란 말을 매우 강조하지만 대부분이 통보를 함. 정말 이상한건 이회사에 입사를 하면 순종적이게 변하는 건지 잘 순응하면서 삶",NA,"이 기업을 추천 합니다!"
